Name,Code,Date,Close,break_30d_day,break_52w_day,MACD_SIG_day,MACD_SIG_variation_day,MACD_HIST_week,EMA_25_Deviation_day,EMA_percentile_10,RSI_25_day,RSI_percentile_10,RSI_14_day,RSI_sig_14_day,vr_day,vr_percentile_10,BBAND_L2_day,MACD_Sign,EMA_dev_Sign,RSI_Sign,break_30d_Sign,break_52w_Sign,vr_Sign,BBAND_L2_Sign
デジタルガレージ,4819,2024-11-20 00:00:00+00:00,3575.0,3815.0,4265.0,119.7,10.1,0,3.4,-4.0,68.9,37.3,72.1,69.5,238.0,50.9,2688.4,0,0,0,0,0,0,0
イーエムシステムズ,4820,2024-11-20 00:00:00+00:00,690.0,700.0,883.0,14.3,4.6,0,12.2,-3.4,75.5,36.8,84.2,66.6,416.2,54.1,445.0,0,0,0,0,0,0,0
ウェザーニューズ,4825,2024-11-20 00:00:00+00:00,5900.0,6700.0,6840.0,38.7,-4.4,0,-0.6,-3.2,51.7,38.1,49.4,52.0,62.2,54.0,5665.5,0,0,0,0,0,0,0
ＣＩＪ,4826,2024-11-20 00:00:00+00:00,433.0,434.0,735.3,2.5,0.4,0,2.0,-2.8,56.6,41.5,64.3,56.6,154.7,55.7,391.7,0,0,0,0,0,0,0
ビジネスエンジニアリング,4828,2024-11-20 00:00:00+00:00,4065.0,4280.0,4690.0,-6.0,3.4,0,0.6,-3.0,52.2,40.8,54.0,51.1,106.2,57.7,3819.9,0,0,0,0,0,0,0
ＷＯＷＯＷ,4839,2024-11-20 00:00:00+00:00,990.0,1044.0,1174.0,-11.7,0.0,0,0.3,-2.5,39.1,33.0,40.5,30.1,35.3,40.9,973.2,0,0,0,0,0,1,0
スカラ,4845,2024-11-20 00:00:00+00:00,461.0,477.0,808.0,-3.6,0.2,0,0.7,-3.0,43.0,37.5,49.8,43.3,54.1,46.9,449.9,0,0,0,0,0,0,0
インテリジェント　ウェイブ,4847,2024-11-20 00:00:00+00:00,1111.0,1125.0,1291.0,28.0,5.6,0,8.8,-3.0,76.5,39.0,88.9,72.6,330.2,59.7,765.2,0,0,0,0,0,0,0
フルキャストホールディングス,4848,2024-11-20 00:00:00+00:00,1454.0,1625.0,2453.0,-27.1,-1.1,0,0.2,-4.1,44.4,37.1,41.9,38.3,71.4,55.0,1393.8,0,0,0,0,0,0,0
エン・ジャパン,4849,2024-11-20 00:00:00+00:00,2038.0,2512.0,2905.0,-55.5,-9.9,0,-5.9,-4.4,27.9,33.9,20.8,30.2,42.6,44.7,2008.4,0,1,1,0,0,1,0
セルソース,4880,2024-11-20 00:00:00+00:00,1139.0,1305.0,3095.0,-31.4,0.3,0,0.2,-6.0,41.5,37.0,41.9,37.1,59.4,52.3,1104.4,0,0,0,0,0,0,0
あすか製薬ホールディングス,4886,2024-11-20 00:00:00+00:00,2037.0,2267.0,2682.0,-29.1,-1.3,0,-1.3,-2.6,43.3,38.9,41.6,43.0,87.2,63.8,2005.4,0,0,0,0,0,0,0
サワイグループホールディングス,4887,2024-11-20 00:00:00+00:00,1917.5,2160.0,2276.0,-32.0,-0.9,0,-0.2,-2.5,44.8,39.4,44.3,42.3,99.2,60.9,1859.0,0,0,0,0,0,0,0
富士フイルムホールディングス,4901,2024-11-20 00:00:00+00:00,3275.0,3784.0,3982.0,-77.1,-5.7,0,-2.8,-2.3,36.7,41.4,28.7,34.8,51.7,64.7,3226.5,0,1,1,0,0,1,0
コニカミノルタ,4902,2024-11-20 00:00:00+00:00,667.5,706.4,706.4,52.1,-1.2,0,1.0,-4.0,69.2,36.0,68.0,74.1,234.4,54.7,530.6,0,0,0,0,0,0,0
資生堂,4911,2024-11-20 00:00:00+00:00,2710.0,3836.0,7112.0,-165.2,-6.8,0,-4.7,-4.0,28.9,34.5,19.6,26.1,38.9,56.7,2557.4,0,1,1,0,0,1,0
ライオン,4912,2024-11-20 00:00:00+00:00,1773.5,1775.5,1775.5,33.9,1.1,0,2.8,-2.3,70.4,36.4,72.0,66.9,125.7,55.1,1595.3,0,0,0,0,0,0,0
高砂香料工業,4914,2024-11-20 00:00:00+00:00,5780.0,6080.0,6080.0,128.1,15.0,0,2.1,-2.6,61.4,41.8,62.0,58.5,90.0,64.6,4477.4,0,0,0,0,0,0,0
マンダム,4917,2024-11-20 00:00:00+00:00,1242.0,1291.0,1547.0,-5.2,0.3,0,1.6,-3.0,52.6,36.8,54.7,47.2,112.7,50.5,1192.8,0,0,0,0,0,0,0
ミルボン,4919,2024-11-20 00:00:00+00:00,3420.0,3425.0,5258.0,9.2,7.3,0,7.3,-3.1,64.3,37.6,70.9,53.5,214.8,63.1,2910.9,0,0,0,0,0,0,0
ファンケル,4921,2024-11-20 00:00:00+00:00,2792.0,2800.0,2903.5,1.0,-0.0,0,0.0,-3.2,60.1,37.2,55.8,57.3,161.8,53.7,2789.4,0,0,0,0,0,0,0
コーセー,4922,2024-11-20 00:00:00+00:00,6694.0,9333.0,14635.0,-383.7,-25.6,0,-4.6,-4.2,29.3,34.7,22.7,26.7,33.3,55.3,6311.0,0,1,1,0,0,1,0
コタ,4923,2024-11-20 00:00:00+00:00,1635.0,1686.0,1723.0,-8.9,0.6,0,1.1,-1.6,51.6,43.4,53.6,45.1,60.6,63.0,1586.8,0,0,0,0,0,1,0
ポーラ・オルビスホールディングス,4927,2024-11-20 00:00:00+00:00,1369.0,1571.0,2160.5,-22.2,-2.4,0,-1.6,-3.3,38.5,36.1,30.2,34.6,49.7,53.2,1330.3,0,0,0,0,0,1,0
ノエビアホールディングス,4928,2024-11-20 00:00:00+00:00,4970.0,5240.0,5870.0,-60.5,1.2,0,-0.3,-2.2,36.4,38.2,33.7,33.4,72.8,59.2,4914.6,0,0,0,0,0,0,0
新日本製薬,4931,2024-11-20 00:00:00+00:00,1838.0,1941.0,1941.0,13.9,3.8,0,2.1,-3.4,60.7,34.6,65.7,58.7,162.1,47.3,1625.1,0,0,0,0,0,0,0
Ｉ－ｎｅ,4933,2024-11-20 00:00:00+00:00,2067.0,2138.0,3195.0,35.4,0.7,0,5.6,-5.5,57.7,36.3,60.0,54.7,118.1,51.7,1701.7,0,0,0,0,0,0,0
アクシージア,4936,2024-11-20 00:00:00+00:00,545.0,633.0,1444.0,-19.4,0.6,0,-0.6,-5.7,37.5,36.2,38.9,37.6,55.9,44.7,527.7,0,0,0,0,0,0,0
エステー,4951,2024-11-20 00:00:00+00:00,1509.0,1517.0,1594.0,5.1,1.0,0,0.5,-1.6,56.9,38.9,66.1,60.9,174.4,57.9,1444.8,0,0,0,0,0,0,0
コニシ,4956,2024-11-20 00:00:00+00:00,1338.0,1386.0,1635.0,23.5,-0.3,0,0.2,-2.9,57.8,41.2,58.1,61.0,175.2,66.8,1247.6,0,0,0,0,0,0,0
長谷川香料,4958,2024-11-20 00:00:00+00:00,3090.0,3490.0,3585.0,-14.7,-5.2,0,-1.6,-2.6,44.6,41.5,38.3,43.7,65.2,60.1,3048.7,0,0,0,0,0,0,0
小林製薬,4967,2024-11-20 00:00:00+00:00,5505.0,5815.0,8200.0,-67.6,-0.9,0,2.3,-2.7,50.1,36.6,52.6,40.4,119.3,55.1,5167.3,0,0,0,0,0,0,0
荒川化学工業,4968,2024-11-20 00:00:00+00:00,1145.0,1378.0,1378.0,-32.6,-1.9,0,0.5,-2.4,44.1,40.8,41.9,39.0,80.1,62.8,1024.1,0,0,0,0,0,0,0
メック,4971,2024-11-20 00:00:00+00:00,3220.0,3890.0,4655.0,-93.4,-6.9,0,-2.8,-4.8,38.5,39.5,34.0,37.1,87.0,63.8,3126.9,0,0,1,0,0,0,0
日本高純度化学,4973,2024-11-20 00:00:00+00:00,3385.0,3460.0,3720.0,21.0,6.9,0,2.2,-2.1,59.2,41.9,66.2,58.5,112.4,56.0,2947.3,0,0,0,0,0,0,0
タカラバイオ,4974,2024-11-20 00:00:00+00:00,1068.0,1133.0,1772.0,8.6,1.6,0,0.6,-3.5,54.1,35.0,55.8,54.7,161.9,50.3,940.0,0,0,0,0,0,0,0
ＪＣＵ,4975,2024-11-20 00:00:00+00:00,3785.0,3900.0,4285.0,67.3,5.1,0,2.4,-3.8,59.4,40.1,63.9,60.2,133.4,61.5,3150.0,0,0,0,0,0,0,0
デクセリアルズ,4980,2024-11-20 00:00:00+00:00,2389.0,2532.0,2727.0,54.6,-3.1,0,-0.3,-4.3,54.7,40.7,54.1,57.3,125.6,59.7,2231.8,0,0,0,0,0,0,0
アース製薬,4985,2024-11-20 00:00:00+00:00,5450.0,5520.0,5520.0,26.4,7.4,0,1.7,-2.3,59.4,38.1,62.1,55.7,114.2,57.2,4987.1,0,0,0,0,0,0,0
クミアイ化学工業,4996,2024-11-20 00:00:00+00:00,802.0,836.0,1169.0,-3.7,-0.0,0,1.0,-3.1,51.0,38.6,51.8,46.5,73.7,54.9,773.4,0,0,0,0,0,0,0
日本農薬,4997,2024-11-20 00:00:00+00:00,700.0,706.0,831.0,16.2,1.1,0,3.0,-3.1,64.9,39.2,72.0,66.2,219.7,50.7,588.8,0,0,0,0,0,0,0
ニチレキ,5011,2024-11-20 00:00:00+00:00,2389.0,2594.0,2616.0,-16.6,0.0,0,0.8,-2.3,48.8,40.8,49.7,44.8,186.9,63.3,2304.0,0,0,0,0,0,0,0
富士石油,5017,2024-11-20 00:00:00+00:00,299.0,381.0,565.0,-14.6,-0.3,0,-0.6,-3.5,34.2,39.0,33.1,28.5,46.5,53.3,276.8,0,0,0,0,0,1,0
出光興産,5019,2024-11-20 00:00:00+00:00,1003.0,1125.5,1125.5,-6.4,-0.4,0,-0.7,-2.6,47.0,41.9,44.7,46.1,83.7,65.1,980.5,0,0,0,0,0,0,0
ＥＮＥＯＳホールディングス,5020,2024-11-20 00:00:00+00:00,792.0,845.0,856.5,-2.1,0.9,0,1.8,-2.5,53.7,40.9,57.0,50.4,59.0,60.5,740.2,0,0,0,0,0,1,0
コスモエネルギーホールディングス,5021,2024-11-20 00:00:00+00:00,6689.0,8498.0,8498.0,-234.4,-15.7,0,-2.5,-3.5,35.7,42.4,29.1,29.9,24.7,58.9,6446.8,0,0,1,0,0,1,0
ＡＮＹＣＯＬＯＲ,5032,2024-11-20 00:00:00+00:00,2175.0,2426.0,4250.0,-44.1,1.7,0,1.8,-6.4,46.6,33.8,49.4,41.6,66.7,53.4,2061.3,0,0,0,0,0,0,0
テスホールディングス,5074,2024-11-20 00:00:00+00:00,282.0,308.0,1214.0,-6.1,0.4,0,4.6,-6.3,48.5,32.7,56.1,40.9,65.4,45.5,256.8,0,0,0,0,0,0,0
インフロニア・ホールディングス,5076,2024-11-20 00:00:00+00:00,1210.0,1216.5,1649.5,-0.6,2.7,0,2.8,-2.3,57.6,40.7,66.1,53.6,122.3,62.4,1088.8,0,0,0,0,0,0,0
横浜ゴム,5101,2024-11-20 00:00:00+00:00,3047.0,3267.0,4177.0,-22.6,-1.1,0,-0.5,-3.3,46.4,38.5,45.9,46.0,80.2,54.7,2965.7,0,0,0,0,0,0,0
ＴＯＹＯ　ＴＩＲＥ,5105,2024-11-20 00:00:00+00:00,2433.5,2426.5,2986.0,41.5,6.8,0,5.7,-3.4,68.0,39.7,79.6,66.2,322.1,56.0,2005.3,0,0,0,1,0,0,0
ブリヂストン,5108,2024-11-20 00:00:00+00:00,5443.0,5717.0,6979.0,-36.7,1.4,0,0.5,-2.4,47.6,39.2,49.3,46.5,67.4,62.7,5276.9,0,0,0,0,0,0,0
住友ゴム工業,5110,2024-11-20 00:00:00+00:00,1781.0,1780.5,1934.0,42.6,4.6,0,3.8,-3.2,67.6,38.4,76.0,68.0,373.0,56.4,1436.8,0,0,0,1,0,0,0
藤倉コンポジット,5121,2024-11-20 00:00:00+00:00,1522.0,1530.0,1530.0,51.4,7.2,0,7.3,-3.1,74.4,41.5,80.7,72.1,614.2,61.5,1036.1,0,0,0,0,0,0,0
オカモト,5122,2024-11-20 00:00:00+00:00,5350.0,5500.0,5540.0,24.6,1.2,0,1.0,-2.0,57.1,41.7,58.6,54.9,173.8,57.7,5135.4,0,0,0,0,0,0,0
アキレス,5142,2024-11-20 00:00:00+00:00,1489.0,1555.0,1638.0,-1.2,-0.2,0,-0.1,-2.1,48.6,38.3,48.6,48.7,38.4,51.5,1445.2,0,0,0,0,0,1,0
フコク,5185,2024-11-20 00:00:00+00:00,1809.0,1832.0,2460.0,10.0,0.9,0,0.8,-2.4,52.6,43.2,57.0,54.4,119.3,59.7,1682.3,0,0,0,0,0,0,0
ニッタ,5186,2024-11-20 00:00:00+00:00,3595.0,3870.0,4160.0,-9.6,-1.6,0,-1.0,-2.1,45.0,43.5,41.7,46.3,73.6,68.1,3563.7,0,0,0,0,0,0,0
住友理工,5191,2024-11-20 00:00:00+00:00,1559.0,1662.0,1662.0,31.2,-0.9,0,-0.5,-3.3,55.4,39.0,54.7,59.0,132.4,57.8,1388.8,0,0,0,0,0,0,0
三ツ星ベルト,5192,2024-11-20 00:00:00+00:00,4175.0,4205.0,5000.0,40.6,6.2,0,1.4,-2.4,59.2,41.9,68.0,62.1,161.7,63.8,3695.7,0,0,0,0,0,0,0
バンドー化学,5195,2024-11-20 00:00:00+00:00,1776.0,1847.0,2031.0,-3.7,-0.2,0,1.0,-2.5,50.5,42.2,52.6,48.2,135.4,62.9,1702.6,0,0,0,0,0,0,0
ＡＧＣ,5201,2024-11-20 00:00:00+00:00,4662.0,4914.0,5912.0,24.6,-1.3,0,-0.5,-2.4,49.8,40.5,49.7,53.3,102.3,65.5,4503.8,0,0,0,0,0,0,0
日本板硝子,5202,2024-11-20 00:00:00+00:00,340.0,380.0,841.0,-4.1,-0.6,0,-1.2,-4.8,40.7,36.6,37.4,39.5,84.9,49.6,329.8,0,0,0,0,0,0,0
有沢製作所,5208,2024-11-20 00:00:00+00:00,1490.0,1525.0,1689.0,13.9,2.1,0,0.8,-2.6,56.2,39.8,61.9,59.0,244.5,56.9,1321.1,0,0,0,0,0,0,0
日本電気硝子,5214,2024-11-20 00:00:00+00:00,3387.0,3523.0,3907.0,-7.8,1.0,0,1.5,-2.3,52.3,40.9,56.5,48.7,101.3,63.3,3264.2,0,0,0,0,0,0,0
住友大阪セメント,5232,2024-11-20 00:00:00+00:00,3216.0,4095.0,4272.0,-151.1,-7.8,0,-3.3,-2.9,31.9,39.4,27.1,27.6,54.8,53.5,3041.1,0,1,1,0,0,0,0
太平洋セメント,5233,2024-11-20 00:00:00+00:00,3469.0,3564.0,4210.0,16.0,1.2,0,2.4,-2.9,54.4,39.9,58.7,53.1,102.7,62.9,3249.0,0,0,0,0,0,0,0
リソルホールディングス,5261,2024-11-20 00:00:00+00:00,5000.0,5170.0,6140.0,68.9,-3.7,0,-0.1,-1.8,57.8,39.5,57.1,59.8,151.3,49.4,4880.9,0,0,0,0,0,0,0
日本ヒューム,5262,2024-11-20 00:00:00+00:00,1253.0,1402.0,1402.0,-15.2,0.7,0,1.8,-2.1,51.0,40.2,52.0,44.7,84.4,49.4,1193.0,0,0,0,0,0,0,0
日本コンクリート工業,5269,2024-11-20 00:00:00+00:00,377.0,377.0,495.0,0.7,1.6,0,8.1,-2.8,66.6,37.9,78.1,56.4,191.4,54.0,299.8,0,0,0,0,0,0,0
アジアパイルホールディングス,5288,2024-11-20 00:00:00+00:00,783.0,838.0,1025.0,-10.4,0.1,0,0.8,-2.2,44.6,39.4,46.8,41.1,111.4,60.9,751.1,0,0,0,0,0,0,0
東海カーボン,5301,2024-11-20 00:00:00+00:00,929.7,965.1,1378.0,12.9,0.7,0,0.9,-3.4,57.2,39.6,61.2,59.3,111.6,60.3,807.6,0,0,0,0,0,0,0
日本カーボン,5302,2024-11-20 00:00:00+00:00,4375.0,4615.0,5690.0,-26.4,-1.5,0,0.2,-2.1,45.6,40.0,46.2,43.3,67.4,63.0,4284.0,0,0,0,0,0,0,0
東洋炭素,5310,2024-11-20 00:00:00+00:00,4710.0,5760.0,8400.0,-147.0,-8.7,0,-2.6,-3.5,38.3,40.3,34.7,37.4,40.6,68.0,4580.1,0,0,1,0,0,1,0
ノリタケカンパニーリミテド,5331,2024-11-20 00:00:00+00:00,3835.0,4060.0,4295.0,-5.9,-1.9,0,-0.2,-2.5,48.5,41.5,47.2,47.7,77.1,56.7,3736.8,0,0,0,0,0,0,0
ＴＯＴＯ,5332,2024-11-20 00:00:00+00:00,4065.0,5444.0,5444.0,-213.8,-2.0,0,-1.5,-3.2,38.4,38.8,34.4,33.7,45.6,63.3,3778.3,0,0,0,0,0,1,0
日本碍子,5333,2024-11-20 00:00:00+00:00,2024.0,2052.0,2176.5,34.9,1.4,0,1.1,-2.7,59.4,40.6,65.1,62.5,172.7,61.1,1779.0,0,0,0,0,0,0,0
日本特殊陶業,5334,2024-11-20 00:00:00+00:00,4877.0,4923.0,5337.0,162.2,2.2,0,2.8,-2.8,67.4,41.5,73.9,72.2,153.7,67.9,4072.3,0,0,0,0,0,0,0
ＭＡＲＵＷＡ,5344,2024-11-20 00:00:00+00:00,45160.0,48290.0,48290.0,1548.4,-10.3,0,-0.5,-3.3,57.4,44.4,57.1,61.0,100.7,71.5,36931.4,0,0,0,0,0,0,0
品川リフラクトリーズ,5351,2024-11-20 00:00:00+00:00,1664.0,1817.0,2132.0,-15.2,-1.9,0,-0.3,-2.9,45.0,41.5,43.1,43.6,96.7,69.2,1597.0,0,0,0,0,0,0,0
黒崎播磨,5352,2024-11-20 00:00:00+00:00,2445.0,2542.0,3747.5,42.3,-0.4,0,1.7,-3.0,56.8,37.3,60.6,58.0,150.6,48.1,2143.6,0,0,0,0,0,0,0
ヨータイ,5357,2024-11-20 00:00:00+00:00,1574.0,1732.0,1883.0,-32.7,-0.7,0,-0.1,-2.2,40.1,44.0,38.9,35.8,47.4,53.4,1513.4,0,0,0,0,0,1,0
フジミインコーポレーテッド,5384,2024-11-20 00:00:00+00:00,2390.0,2498.0,3895.0,13.2,-0.4,0,-0.1,-3.5,49.3,40.8,51.0,51.6,133.3,64.3,2196.9,0,0,0,0,0,0,0
ニチアス,5393,2024-11-20 00:00:00+00:00,5905.0,6086.0,6086.0,95.1,6.7,0,1.7,-2.4,61.0,43.3,64.2,61.1,93.1,68.6,5148.3,0,0,0,0,0,0,0
日本製鉄,5401,2024-11-20 00:00:00+00:00,3129.0,3231.0,3785.0,0.5,2.1,0,0.7,-3.7,51.5,41.2,55.0,51.4,98.8,59.5,2948.0,0,0,0,0,0,0,0
神戸製鋼所,5406,2024-11-20 00:00:00+00:00,1633.0,1733.0,2167.0,-12.8,-0.1,0,0.0,-3.8,44.9,40.8,45.5,43.7,65.9,64.4,1590.1,0,0,0,0,0,0,0
中山製鋼所,5408,2024-11-20 00:00:00+00:00,731.0,800.0,995.0,-11.1,0.1,0,-0.3,-3.1,40.7,40.2,41.8,40.1,48.8,53.2,716.1,0,0,0,0,0,1,0
合同製鐵,5410,2024-11-20 00:00:00+00:00,3875.0,4190.0,6140.0,-59.5,1.1,0,-0.1,-3.2,41.2,37.8,42.4,40.1,73.7,58.2,3779.0,0,0,0,0,0,0,0
ＪＦＥホールディングス,5411,2024-11-20 00:00:00+00:00,1764.0,1938.0,2626.5,-27.1,-0.9,0,-0.7,-4.2,37.8,39.2,35.6,35.6,25.3,58.6,1732.7,0,0,0,0,0,1,0
東京製鐵,5423,2024-11-20 00:00:00+00:00,1435.0,2024.0,2063.0,-107.7,0.8,0,-3.0,-3.4,27.2,40.6,19.3,22.1,43.3,55.1,1315.5,0,0,1,0,0,1,0
共英製鋼,5440,2024-11-20 00:00:00+00:00,1749.0,1794.0,2581.0,-3.8,1.5,0,1.8,-3.1,52.1,39.4,58.3,50.5,62.5,55.0,1647.1,0,0,0,0,0,0,0
大和工業,5444,2024-11-20 00:00:00+00:00,7990.0,8200.0,8894.0,205.0,11.7,0,1.3,-2.6,63.1,43.3,68.6,65.7,141.7,61.4,6459.5,0,0,0,0,0,0,0
東京鐵鋼,5445,2024-11-20 00:00:00+00:00,6460.0,6610.0,6610.0,307.7,12.9,0,3.1,-3.1,67.5,38.0,70.8,66.9,164.9,49.3,4228.9,0,0,0,0,0,0,0
淀川製鋼所,5451,2024-11-20 00:00:00+00:00,5220.0,5830.0,5870.0,-69.8,-0.7,0,-0.3,-2.3,42.4,43.6,38.9,37.7,43.6,67.9,5132.9,0,0,0,0,0,1,0
中部鋼鈑,5461,2024-11-20 00:00:00+00:00,2163.0,2657.0,3050.0,-67.4,-3.4,0,-1.8,-3.7,36.9,41.3,30.0,32.9,36.1,48.1,2077.3,0,0,1,0,0,1,0
丸一鋼管,5463,2024-11-20 00:00:00+00:00,3312.0,3429.0,4197.0,-17.1,1.2,0,1.1,-2.2,49.4,40.4,53.0,46.7,123.1,61.8,3173.0,0,0,0,0,0,0,0
大同特殊鋼,5471,2024-11-20 00:00:00+00:00,1191.0,1428.5,1877.5,-44.9,1.1,0,0.1,-3.1,38.8,38.6,37.6,33.4,39.8,58.2,1098.9,0,0,0,0,0,1,0
日本冶金工業,5480,2024-11-20 00:00:00+00:00,4010.0,4570.0,5450.0,-104.0,0.4,0,-0.2,-3.5,39.4,40.6,37.6,34.3,63.8,61.4,3862.9,0,0,0,0,0,0,0
山陽特殊製鋼,5481,2024-11-20 00:00:00+00:00,1875.0,1965.0,3100.0,0.4,1.3,0,0.3,-3.6,50.3,40.0,53.1,51.5,118.6,61.6,1747.9,0,0,0,0,0,0,0
愛知製鋼,5482,2024-11-20 00:00:00+00:00,4615.0,4890.0,4890.0,199.2,-3.5,0,0.3,-3.2,66.4,38.5,64.3,72.0,128.1,51.8,3893.6,0,0,0,0,0,0,0
ミガロホールディングス,5535,2024-11-20 00:00:00+00:00,1600.0,1735.0,2620.0,-35.2,1.3,0,4.9,-4.6,50.5,36.8,52.7,46.0,58.0,49.5,1388.5,0,0,0,0,0,0,0
大平洋金属,5541,2024-11-20 00:00:00+00:00,1428.0,1441.0,1720.0,1.4,1.9,0,3.7,-4.8,58.2,38.2,62.9,52.8,87.6,55.5,1301.0,0,0,0,0,0,0,0
新日本電工,5563,2024-11-20 00:00:00+00:00,289.0,307.0,329.0,-2.3,0.0,0,1.2,-3.5,49.9,40.3,51.2,43.6,62.4,49.2,279.5,0,0,0,0,0,0,0
栗本鐵工所,5602,2024-11-20 00:00:00+00:00,4100.0,4180.0,5070.0,-4.2,6.9,0,2.1,-2.1,52.7,41.4,58.2,51.2,108.3,57.9,3631.6,0,0,0,0,0,0,0
日本製鋼所,5631,2024-11-20 00:00:00+00:00,6535.0,6499.0,6499.0,154.8,18.3,0,13.0,-3.8,71.2,39.4,77.8,63.1,177.3,60.7,4735.0,0,0,0,1,1,0,0
三菱製鋼,5632,2024-11-20 00:00:00+00:00,1361.0,1415.0,1778.0,-2.8,0.9,0,1.9,-3.8,52.7,39.7,57.9,49.9,127.4,55.0,1271.5,0,0,0,0,0,0,0
日本精線,5659,2024-11-20 00:00:00+00:00,1278.0,1360.0,1412.0,11.0,-0.6,0,1.3,-2.5,57.8,42.0,58.7,55.3,72.3,60.8,1227.2,0,0,0,0,0,0,0
エンビプロ・ホールディングス,5698,2024-11-20 00:00:00+00:00,431.0,525.0,685.0,-9.4,-1.9,0,-5.9,-4.7,32.3,37.1,21.0,33.9,39.9,49.6,429.3,0,1,1,0,0,1,0
大紀アルミニウム工業所,5702,2024-11-20 00:00:00+00:00,1058.0,1120.0,1573.0,-6.5,-0.6,0,-0.7,-3.5,43.8,39.4,41.3,43.6,103.3,61.4,1045.2,0,0,0,0,0,0,0
日本軽金属ホールディングス,5703,2024-11-20 00:00:00+00:00,1516.0,1650.0,1950.0,-25.1,0.0,0,0.2,-2.7,41.3,38.7,40.1,35.7,70.2,52.1,1461.6,0,0,0,0,0,0,0
三井金属鉱業,5706,2024-11-20 00:00:00+00:00,4664.0,5075.0,5547.0,-33.2,-4.0,0,0.0,-3.0,47.9,42.4,46.6,45.3,50.9,66.8,4541.9,0,0,0,0,0,1,0
東邦亜鉛,5707,2024-11-20 00:00:00+00:00,794.0,1063.0,1832.0,-14.9,-6.2,0,-9.6,-4.5,38.0,35.4,30.9,42.0,53.4,47.9,782.6,0,1,0,0,0,0,0
三菱マテリアル,5711,2024-11-20 00:00:00+00:00,2450.5,2641.5,3253.0,-20.4,-0.8,0,0.5,-3.0,46.4,40.1,47.2,43.8,82.2,64.5,2372.6,0,0,0,0,0,0,0
住友金属鉱山,5713,2024-11-20 00:00:00+00:00,3862.0,4632.0,5488.0,-64.0,-13.4,0,-1.5,-3.8,42.5,38.9,38.8,40.6,94.8,64.8,3640.8,0,0,0,0,0,0,0
ＤＯＷＡホールディングス,5714,2024-11-20 00:00:00+00:00,4567.0,5420.0,6132.0,-95.3,-16.9,0,-3.3,-3.2,37.3,41.1,30.1,37.2,58.6,63.8,4394.3,0,1,1,0,0,1,0
古河機械金属,5715,2024-11-20 00:00:00+00:00,1617.0,1715.0,2109.0,-4.8,-1.6,0,0.0,-2.4,47.1,40.7,45.9,45.4,89.2,65.7,1579.8,0,0,0,0,0,0,0
大阪チタニウムテクノロジーズ,5726,2024-11-20 00:00:00+00:00,1949.0,2701.0,3685.0,-123.9,-0.8,0,-0.6,-4.8,38.1,38.4,36.1,32.5,45.3,50.0,1775.7,0,0,0,0,0,1,0
東邦チタニウム,5727,2024-11-20 00:00:00+00:00,979.0,1220.0,2070.0,-37.3,-0.2,0,0.2,-4.7,40.7,37.4,40.5,35.7,33.4,57.4,928.9,0,0,0,0,0,1,0
ＵＡＣＪ,5741,2024-11-20 00:00:00+00:00,5570.0,5630.0,5630.0,57.6,17.6,0,5.6,-4.0,66.7,40.5,73.6,60.4,223.0,65.0,4587.6,0,0,0,0,0,0,0
ＣＫサンエツ,5757,2024-11-20 00:00:00+00:00,3780.0,3780.0,4445.0,38.9,3.0,0,2.5,-2.4,59.7,39.5,63.7,58.3,96.1,59.2,3467.6,0,0,0,0,0,0,0
古河電気工業,5801,2024-11-20 00:00:00+00:00,6036.0,6083.0,6083.0,465.0,44.9,0,11.6,-3.1,77.0,39.3,83.1,75.7,299.0,60.1,2421.6,0,0,0,0,0,0,0
住友電気工業,5802,2024-11-20 00:00:00+00:00,2860.0,2880.0,2880.0,101.9,8.6,0,4.8,-2.7,69.7,40.9,77.8,70.7,227.9,59.0,2099.4,0,0,0,0,0,0,0
フジクラ,5803,2024-11-20 00:00:00+00:00,5592.0,5908.0,5908.0,199.0,-8.5,0,2.4,-3.7,60.7,41.7,59.2,60.4,116.2,65.8,4834.4,0,0,0,0,0,0,0
ＳＷＣＣ,5805,2024-11-20 00:00:00+00:00,7380.0,7530.0,7530.0,303.9,50.9,0,10.6,-3.5,74.9,43.7,82.7,70.6,344.6,69.8,4111.5,0,0,0,0,0,0,0
タツタ電線,5809,2024-11-06 00:00:00+00:00,5931297792.0,780.0,796.0,94630380.1,94630379.7,0,450.0,-2.2,100.0,38.0,100.0,73.0,100.6,50.1,-2288826801.4,0,0,0,1,1,0,0
平河ヒューテック,5821,2024-11-20 00:00:00+00:00,1551.0,1668.0,1766.0,16.3,-1.8,0,-0.2,-2.8,54.1,41.3,51.6,54.9,105.0,49.7,1520.2,0,0,0,0,0,0,0
いよぎんホールディングス,5830,2024-11-20 00:00:00+00:00,1539.0,1634.5,1634.5,43.1,-0.5,0,0.1,-2.3,58.9,45.4,60.0,62.9,149.8,72.7,1336.2,0,0,0,0,0,0,0
しずおかフィナンシャルグループ,5831,2024-11-20 00:00:00+00:00,1329.0,1368.0,1629.5,18.7,1.7,0,0.6,-2.1,55.4,42.7,59.9,59.8,121.3,77.4,1160.0,0,0,0,0,0,0,0
ちゅうぎんフィナンシャルグループ,5832,2024-11-20 00:00:00+00:00,1559.0,1628.0,1728.5,29.9,0.8,0,0.5,-2.1,56.4,43.4,60.0,60.3,138.8,78.2,1365.5,0,0,0,0,0,0,0
